(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,cperezl,labeled_at,nicoluarte,labeled_at,general notes (cperezl),population notes (cperezl),intervention/comparator notes (cperezl),outcome notes (cperezl),general notes (nicoluarte),population notes (nicoluarte),intervention/comparator notes (nicoluarte),outcome notes (nicoluarte)
28467242,13174731,13174731,"*Biological Phenomena,*Drive,*Frustration,*Learning,*Motivation","","Motivational properties of frustration: II. Frustration drive stimulus and frustration reduction in selective learning.","Journal of experimental psychology","AMSEL A and WARD JS","no abstract included",-1,,-1,2021-04-02 14:51:07,-1,2021-04-11 19:24:12,,,,,,,,
28467243,10550495,10550495,"Adult,Analysis of Variance,Female,Humans,Impulsive Behavior/*psychology,Male,Middle Aged,*Reward,Smoking/*psychology,Smoking Cessation/*psychology,Substance-Related Disorders/psychology,Surveys and Questionnaires","RATIONALE: Impulsivity is implicated in drug dependence. Recent studies show problems with alcohol and opioid dependence are associated with rapid discounting of the value of delayed outcomes. Furthermore, discounting may be particularly steep for the drug of dependence. OBJECTIVES: We determined if these findings could be extended to the behavior of cigarette smokers. In particular, we compared the discounting of hypothetical monetary outcomes by current, never, and ex-smokers of cigarettes. We also examined discounting of delayed hypothetical cigarettes by current smokers. METHODS: Current cigarette smokers (n=23), never-smokers (n=22) and ex-smokers (n=21) indicated preference for immediate versus delayed money in a titration procedure that determined indifference points at various delays. The titration procedure was repeated with cigarettes for smokers. The degree to which the delayed outcomes were discounted was estimated with two non-linear decay models: an exponential model and a hyperbolic model. RESULTS: Current smokers discounted the value of delayed money more than did the comparison groups. Never- and ex-smokers did not differ in their discounting of money. For current smokers, delayed cigarettes lost subjective value more rapidly than delayed money. The hyperbolic equation provided better fits to the data than did the exponential equation for 74 out of 89 comparisons. CONCLUSIONS: Cigarette smoking, like other forms of drug dependence, is characterized by rapid loss of subjective value for delayed outcomes, particularly for the drug of dependence. Never- and ex-smokers could discount similarly because cigarette smoking is associated with a reversible increase in discounting or due to selection bias.","Impulsivity and cigarette smoking: delay discounting in current, never, and ex-smokers.","Psychopharmacology","Bickel WK and Odum AL and Madden GJ","study with other mammals other than rat mice",-1,,-1,2021-04-01 20:13:25,-1,2021-04-07 18:45:15,,,,,,,,
28467244,11283309,11283309,"Animals,Attention/physiology,Cognition/physiology,Humans,Memory/physiology,*Models, Neurological,Neural Pathways/physiology,Neurons/physiology,Prefrontal Cortex/*physiology","The prefrontal cortex has long been suspected to play an important role in cognitive control, in the ability to orchestrate thought and action in accordance with internal goals. Its neural basis, however, has remained a mystery. Here, we propose that cognitive control stems from the active maintenance of patterns of activity in the prefrontal cortex that represent goals and the means to achieve them. They provide bias signals to other brain structures whose net effect is to guide the flow of activity along neural pathways that establish the proper mappings between inputs, internal states, and outputs needed to perform a given task. We review neurophysiological, neurobiological, neuroimaging, and computational studies that support this theory and discuss its implications as well as further issues to be addressed","An integrative theory of prefrontal cortex function.","Annual review of neuroscience","Miller EK and Cohen JD","non-experimental study",-1,,-1,2021-04-02 14:52:26,-1,2021-04-11 19:27:39,,,,,,,,
28467245,18598772,18598772,"Corpus Striatum/diagnostic imaging/*metabolism,Down-Regulation,Female,Humans,Male,Middle Aged,Obesity, Morbid/diagnostic imaging/*metabolism,Positron-Emission Tomography/methods,Prefrontal Cortex/diagnostic imaging/*metabolism,Receptors, Dopamine D2/*metabolism","Dopamine's role in inhibitory control is well recognized and its disruption may contribute to behavioral disorders of discontrol such as obesity. However, the mechanism by which impaired dopamine neurotransmission interferes with inhibitory control is poorly understood. We had previously documented a reduction in dopamine D2 receptors in morbidly obese subjects. To assess if the reductions in dopamine D2 receptors were associated with activity in prefrontal brain regions implicated in inhibitory control we assessed the relationship between dopamine D2 receptor availability in striatum with brain glucose metabolism (marker of brain function) in ten morbidly obese subjects (BMI>40 kg/m(2)) and compared it to that in twelve non-obese controls. PET was used with [(11)C]raclopride to assess D2 receptors and with [(18)F]FDG to assess regional brain glucose metabolism. In obese subjects striatal D2 receptor availability was lower than controls and was positively correlated with metabolism in dorsolateral prefrontal, medial orbitofrontal, anterior cingulate gyrus and somatosensory cortices. In controls correlations with prefrontal metabolism were not significant but comparisons with those in obese subjects were not significant, which does not permit to ascribe the associations as unique to obesity. The associations between striatal D2 receptors and prefrontal metabolism in obese subjects suggest that decreases in striatal D2 receptors could contribute to overeating via their modulation of striatal prefrontal pathways, which participate in inhibitory control and salience attribution. The association between striatal D2 receptors and metabolism in somatosensory cortices (regions that process palatability) could underlie one of the mechanisms through which dopamine regulates the reinforcing properties of food.","Low dopamine striatal D2 receptors are associated with prefrontal metabolism in obese subjects: possible contributing factors.","NeuroImage","Volkow ND and Wang GJ and Telang F and Fowler JS and Thanos PK and Logan J and Alexoff D and Ding YS and Wong C and Ma Y and Pradhan K","study with other mammals other than rat mice",-1,,-1,2021-04-02 13:13:29,-1,2021-04-09 15:31:17,,,,,,,,
28467246,16641938,16641938,"Animals,Behavior, Addictive/*chemically induced,Behavior, Animal,Body Weight/drug effects,Conditioning, Operant/drug effects,Dose-Response Relationship, Drug,Extinction, Psychological/drug effects,Heroin/*administration & dosage,Locomotion/drug effects,Male,Narcotics/*administration & dosage,Rats,Rats, Wistar,*Reward,Self Administration","Increased drug availability can precipitate a rapid transition to compulsive drug use in both vulnerable humans and laboratory animals. Recent studies have shown that despite equivalent levels of psychomotor sensitization, only rats with prolonged, but not limited, access to cocaine self-administration respond to the priming effects of cocaine on drug seeking, as measured in a within-session reinstatement model of drug craving. In this model, drug seeking is first extinguished and then reinstated by non-contingent presentations of the drug alone in the absence of response-contingent stimuli. Here, we assessed the generality of this observation in rats with daily short (1 h, ShA) vs long access (6 h, LgA) to i.v. heroin self-administration. As expected, heroin intake by LgA rats (n=24) increased over time to become excessive compared to heroin intake by ShA rats (n=24). After escalation, LgA rats tended to be less sensitive to heroin-induced locomotion (7.5-30 microg, i.v.) than ShA rats. In contrast, only LgA rats, not ShA rats, responded to the priming effects of heroin, as measured by the ability of heroin alone (7.5-30 microg, i.v.) to reinstate extinguished drug-seeking behavior. Finally, during the course of heroin intake escalation, a large proportion of LgA rats developed self-injury (mostly targeting the nails and digit tips of the forepaws), a negative consequence not seen in ShA rats. This study reproduces and extends previous research on compulsive cocaine use by showing that heroin-induced reinstatement is also specific to compulsive drug use and dissociable from heroin-induced reward and psychomotor sensitization.","Heroin-induced reinstatement is specific to compulsive heroin use and dissociable from heroin reward and sensitization.","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","Lenoir M and Ahmed SH","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 02:13:45,-1,2021-04-06 19:08:15,,,,,,,,
28467247,9630005,9630005,"Animals,Cocaine/*administration & dosage,Corticotropin-Releasing Hormone/physiology,Heroin/*administration & dosage,Male,Pyrimidines/*pharmacology,Pyrroles/*pharmacology,Rats,Receptors, Corticotropin-Releasing Hormone/*antagonists & inhibitors,Self Administration,Stress, Psychological/*psychology,Sucrose/administration & dosage","We have found that peptide antagonists of corticotropin-releasing factor (CRF) receptors attenuate reinstatement of heroin and cocaine seeking induced by footshock. Here we examined the effect of a nonpeptide, selective CRF1 receptor antagonist, CP-154,526, on reinstatement of heroin and cocaine seeking induced by footshock. Rats were trained to self-administer heroin or cocaine (0.1 and 1.0 mg/kg per infusion, i.v., respectively) for 9-12 days. Extinction sessions were given for up to 14 days, during which saline was substituted for the drugs. Tests for reinstatement were then conducted after exposure to intermittent footshock (10 or 15 min, 0.5 mA). The footshock stressor reliably reinstated extinguished cocaine- and heroin-taking behavior. Pretreatment with CP-154,526 (15 and 30 mg/kg, s.c.) significantly attenuated the reinstatement effect of the stressor in both heroin- and cocaine-trained rats. CP-154,526, administered in the absence of the footshock stressor, did not affect extinguished drug seeking. In addition, in a separate experiment, CP-154,526 was shown not to alter high rates of lever pressing for a 10% sucrose solution, suggesting that the suppression of lever pressing in stress-induced reinstatement is not caused by a performance deficit. These results extend previous reports on the role of CRF in reinstatement of drug seeking induced by stressors. The present data also suggest that, to the extent that exposure to environmental stressors provoke relapse to drug use in humans, systemically effective CRF receptor antagonists may be of use in the treatment of relapse to drug use.","CP-154,526, a selective, non-peptide antagonist of the corticotropin-releasing factor1 receptor attenuates stress-induced relapse to drug seeking in cocaine- and heroin-trained rats.","Psychopharmacology","Shaham Y and Erb S and Leung S and Buczek Y and Stewart J","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-04-01 20:17:21,-1,2021-04-07 18:48:07,,,,,,,,
28467248,12117573,12117573,"Animals,Behavior, Addictive/psychology,Eating/drug effects,Feeding Behavior/drug effects/physiology,Humans,Neostriatum/drug effects/*physiology,Neural Pathways/drug effects/physiology,Nucleus Accumbens/drug effects/physiology,Opioid Peptides/pharmacology/*physiology,Reward,Taste/*physiology","There is a long-standing interest in the role of endogenous opioid peptides in feeding behavior and, in particular, in the modulation of food reward and palatability. Since drugs such as heroin, morphine, alcohol, and cannabinoids, interact with this system, there may be important common neural substrates between food and drug reward with regard to the brain's opioid systems. In this paper, we review the proposed functional role of opioid neurotransmission and mu opiate receptors within the nucleus accumbens and surrounding ventral striatum. Opioid compounds, particularly those selective for the mu receptor, induce a potent increase in food intake, sucrose, salt, saccharin, and ethanol intake. We have explored this phenomenon with regard to macronutrient selection, regional specificity, role of output structures, Fos mapping, analysis of motivational state, and enkephalin gene expression. We hypothesize that opioid-mediated mechanisms within ventral striatal medium spiny neurons mediate the affective or hedonic response to food ('liking' or food 'pleasure'). A further refinement of this hypothesis is that activation of ventral striatal opioids specifically encodes positive affect induced by tasty and/or calorically dense foods (such as sugar and fat), and promotes behaviors associated with this enhanced palatability. It is proposed that this brain mechanism was beneficial in evolutionary development for ensuring the consumption of relatively scarce, high-energy food sources. However, in modern times, with unlimited supplies of high-calorie food, it has contributed to the present epidemic of obesity.","Opioid modulation of taste hedonics within the ventral striatum.","Physiology & behavior","Kelley AE and Bakshi VP and Haber SN and Steininger TL and Will MJ and Zhang M","non-experimental study",-1,,-1,2021-04-02 13:21:45,-1,2021-04-09 15:49:07,,,,,,,,
28467249,11802171,11802171,"Animals,Behavior, Animal,Brain/diagnostic imaging/*metabolism,Cocaine/*administration & dosage,Housing, Animal,Macaca fascicularis,Male,Receptors, Dopamine D2/*metabolism,Self Administration,*Social Dominance,Social Environment,Social Isolation,Tomography, Emission-Computed","Disruption of the dopaminergic system has been implicated in the etiology of many pathological conditions, including drug addiction. Here we used positron emission tomography (PET) imaging to study brain dopaminergic function in individually housed and in socially housed cynomolgus macaques (n = 20). Whereas the monkeys did not differ during individual housing, social housing increased the amount or availability of dopamine D2 receptors in dominant monkeys and produced no change in subordinate monkeys. These neurobiological changes had an important behavioral influence as demonstrated by the finding that cocaine functioned as a reinforcer in subordinate but not dominant monkeys. These data demonstrate that alterations in an organism's environment can produce profound biological changes that have important behavioral associations, including vulnerability to cocaine addiction.","Social dominance in monkeys: dopamine D2 receptors and cocaine self-administration.","Nature neuroscience","Morgan D and Grant KA and Gage HD and Mach RH and Kaplan JR and Prioleau O and Nader SH and Buchheimer N and Ehrenkaufer RL and Nader MA","study with other mammals other than rat mice",-1,,-1,2021-04-02 13:33:52,-1,2021-04-11 19:04:57,,,,,,,,
28467250,15222962,15222962,"Animals,Behavior, Animal/*physiology,Choice Behavior/*physiology,Columbidae,Conditioning, Classical/*physiology,*Probability Learning,Psychological Theory,*Reinforcement Schedule,Risk Assessment,Risk-Taking","The present work tested pigeons' (Columba livia) risk sensitivity to changes in resource availability in the concurrent-chains choice procedure. Subjects were provided choices, generally between variable-ratio (VR) and fixed-ratio (FR) outcome schedules with equal or different mean values. Predictions from ecology's risk sensitivity, behavioral economic's rate maximization, and psychology's delay-reduction theory were contrasted under settings where budget was adversely affected by one of three manipulations in seven experiments: (1) session length was dramatically reduced; (2) choice-phase duration was substantially increased by increasing the response requirements in the choice phase, or (3) outcome duration was significantly increased by increasing the response requirements in the outcome phase while holding session length constant. Although preference measures were sensitive to every budget manipulation, the nature of the changes observed were dependent upon the manner in which resource availability was manipulated and the choice alternatives offered. For example, choice was affected in an opposite manner when budget was adversely altered by lengthening choice duration ('search time') as opposed to lengthening outcome duration ('handling time'). Findings revealed partial support for pigeons' sensitivity both to changes in budget and to changes in conditioned reinforcer value. The overall pattern of results thus favors an integrative approach to describing the effect of economic context on general risk sensitivity.","Economic context and pigeons' risk-taking: an integrative approach.","Behavioural processes","Goldshmidt JN and Fantino E","study with other mammals other than rat mice",-1,,-1,2021-03-29 02:13:13,-1,2021-04-06 19:07:02,,,,,,,,
28467251,10789198,10789198,"Animals,Appetitive Behavior/physiology,Conditioning, Operant/*physiology,Models, Biological,Reaction Time,Reinforcement, Psychology","The authors draw together and develop previous timing models for a broad range of conditioning phenomena to reveal their common conceptual foundations: First, conditioning depends on the learning of the temporal intervals between events and the reciprocals of these intervals, the rates of event occurrence. Second, remembered intervals and rates translate into observed behavior through decision processes whose structure is adapted to noise in the decision variables. The noise and the uncertainties consequent on it have both subjective and objective origins. A third feature of these models is their timescale invariance, which the authors argue is a very important property evident in the available experimental data. This conceptual framework is similar to the psychophysical conceptual framework in which contemporary models of sensory processing are rooted. The authors contrast it with the associative conceptual framework.","Time, rate, and conditioning.","Psychological review","Gallistel CR and Gibbon J","non-experimental study",-1,,-1,2021-03-29 01:59:39,-1,2021-04-06 18:48:45,,,,,,,,
28467252,9877422,9877422,"Analysis of Variance,Animals,Body Composition/*drug effects,Body Weight/drug effects,Dietary Fats/*administration & dosage,Eating/*drug effects,Energy Intake/physiology,Food Deprivation,Food Preferences/drug effects,Male,Rats,Rats, Sprague-Dawley,Time Factors","Restricting access to high-fat foods is a common strategy utilized to promote health. This strategy may contribute to episodes of overconsumption, however, when the restricted foods subsequently become available. The present study utilized a rat feeding procedure to determine if restricting access to an optional source of dietary fat would increase later consumption of that food under nonenergy-deprived conditions. Five groups of male Sprague-Dawley rats were used, all of which had continuous access to a standard rodent diet and water. The control group had no access to shortening. The low-restriction group had 2-h access to shortening every day. The high-restriction group had 2-h access to shortening on Monday, Wednesday, and Friday. Two additional groups were switched between the high and low conditions. Two-hour and 24-h food intakes were measured every day for 6 weeks. At the end of the study rats were sacrificed and carcass composition determined. As access to the shortening decreased, consumption during the 2-h access period increased. Rats compensated for the increased shortening consumption by decreasing intake of the standard diet. Thus, cumulative energy consumption did not differ among the groups. When switched between the high and low conditions, rats rapidly adjusted to the change in shortening availability. There were no effects of access schedule on carcass composition. These results indicate that restricting access to an optional high-fat food, even under nonenergy-deprived conditions, can promote significant increases in the consumption of that food when it subsequently becomes available.","Limited access to a dietary fat option affects ingestive behavior but not body composition in male rats.","Physiology & behavior","Corwin RL and Wojnicki FH and Fisher JO and Dimitriou SG and Rice HB and Young MA","",1,,1,2021-03-26 19:29:59,1,2021-03-29 16:15:43,,,,,,,,
28467253,24322203,24322203,"Adult,Amphetamine/*pharmacology,Brain/diagnostic imaging/*drug effects/*metabolism,Dopamine/*metabolism,Dopamine Agents/*pharmacology,Dopamine Agonists,Gambling/diagnostic imaging/*metabolism,Humans,Male,Models, Neurological,Oxazines,Positron-Emission Tomography,Radiopharmaceuticals,Receptors, Dopamine D3/metabolism,Severity of Illness Index","Drug addiction has been associated with deficits in mesostriatal dopamine (DA) function, but whether this state extends to behavioral addictions such as pathological gambling (PG) is unclear. Here we used positron emission tomography and the D3 receptor-preferring radioligand [(11)C]-(+)-PHNO during a dual-scan protocol to investigate DA release in response to oral amphetamine in pathological gamblers (n=12) and healthy controls (n=11). In contrast with human neuroimaging findings in drug addiction, we report the first evidence that PG is associated with greater DA release in dorsal striatum (54-63% greater [(11)C]-(+)-PHNO displacement) than controls. Importantly, dopaminergic response to amphetamine in gamblers was positively predicted by D3 receptor levels (measured in substantia nigra), and related to gambling severity, allowing for construction of a mechanistic model that could help explain DA contributions to PG. Our results are consistent with a hyperdopaminergic state in PG, and support the hypothesis that dopaminergic sensitization involving D3-related mechanisms might contribute to the pathophysiology of behavioral addictions.","In vivo evidence for greater amphetamine-induced dopamine release in pathological gambling: a positron emission tomography study with [(11)C]-(+)-PHNO.","Molecular psychiatry","Boileau I and Payer D and Chugani B and Lobo DS and Houle S and Wilson AA and Warsh J and Kish SJ and Zack M","study with other mammals other than rat mice",-1,,-1,2021-04-02 14:50:36,-1,2021-04-11 19:24:01,,,,,,,,
28467254,18008320,18008320,"Adult,Bulimia Nervosa/*epidemiology/*etiology/psychology,Female,Follow-Up Studies,Humans,*Life Change Events,Male,Prevalence,Prospective Studies,Risk Factors,Severity of Illness Index,Stress Disorders, Post-Traumatic/*epidemiology/*psychology,Students/psychology/statistics & numerical data,Surveys and Questionnaires,Time Factors,Universities","OBJECTIVE: Early experiences of trauma or adverse events may be associated with eating disturbance later in life, but evidence is scarce. This study examined whether reported history of adverse life events predicted eating disturbance upon college entry and prospective changes over the first semester of college. METHOD: First semester college students (n = 249) reported trauma/adverse event histories and completed disordered eating questions (with two factors, restriction and binging/purging) at the beginning and end of their first semester. RESULTS: At college entry, trauma type, frequency, and overall trauma severity were related to restricted eating, and trauma type and severity was related to binging/purging. Prospective increases in reported restricted eating were predicted by trauma type. Prospective increases in binging/purging were associated with trauma type and total trauma severity. CONCLUSION: These data suggest that reports of past trauma and adverse events cross-sectionally predict reported disordered eating at college entry as well as prospective increases in disordered eating over the first semester of college. Research and clinical implications for these findings are discussed.","The influence of reported trauma and adverse events on eating disturbance in young adults.","The International journal of eating disorders","Smyth JM and Heron KE and Wonderlich SA and Crosby RD and Thompson KM","study with other mammals other than rat mice",-1,,-1,2021-04-01 20:10:02,-1,2021-04-07 18:39:20,,,,,,,,
28467255,12657709,12657709,"Animals,Behavior, Animal/drug effects,Cocaine/*administration & dosage,Cocaine-Related Disorders/*physiopathology,Corpus Striatum/cytology/*metabolism,Disease Models, Animal,Dose-Response Relationship, Drug,Doxycycline/pharmacology,Drug Administration Schedule,Dynorphins/biosynthesis,Gene Expression/drug effects,Mice,Mice, Transgenic,*Motivation,Neurons/drug effects/metabolism,Organ Specificity,Proto-Oncogene Proteins c-fos/*biosynthesis/genetics,Reinforcement, Psychology,Self Administration,Substance P/biosynthesis,Transgenes/physiology","The transcription factor DeltaFosB accumulates in substance P-dynorphin-containing striatal neurons with repeated cocaine use. Here, we show that inducible transgenic DeltaFosB overexpression in this same striatal cell type facilitates acquisition of cocaine self-administration at low-threshold doses, consistent with increased sensitivity to the pharmacological effects of the drug. Importantly, DeltaFosB also enhances the degree of effort mice will exert to maintain self-administration of higher doses on a progressive ratio schedule of reinforcement, whereas levels of cocaine intake are not altered on less demanding fixed-ratio schedules. Acquisition and extinction of behavior reinforced by food pellets is not altered in DeltaFosB-overexpressing mice, indicating that DeltaFosB does not alter the capacity to learn an instrumental response or cause response perseveration in the absence of reinforcement. These data suggest that accumulation of DeltaFosB contributes to drug addiction by increasing the incentive properties of cocaine, an effect that could increase the risk for relapse long after cocaine use ceases.","Striatal cell type-specific overexpression of DeltaFosB enhances incentive for cocaine.","The Journal of neuroscience : the official journal of the Society for Neuroscience","Colby CR and Whisler K and Steffen C and Nestler EJ and Self DW","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-04-01 20:04:11,-1,2021-04-06 19:28:34,,,,,,,,
28467256,19724193,19724193,"Analysis of Variance,Animals,Baclofen/*pharmacology,Benzazepines/pharmacology,Conditioning, Operant/drug effects,Dopamine Antagonists/*pharmacology,Dose-Response Relationship, Drug,Eating/drug effects,*Fats/administration & dosage,Feeding Behavior/*drug effects,Food Preferences/drug effects,GABA Agonists/*pharmacology,Male,Naltrexone/*pharmacology,Narcotic Antagonists/*pharmacology,Raclopride/*pharmacology,Rats,Rats, Sprague-Dawley,Reinforcement Schedule,*Sucrose/administration & dosage,Sweetening Agents/administration & dosage","Gamma-aminobutyric acid (GABA), dopamine, and opioids are implicated in impulse control, addiction and binge eating. Recent evidence suggests that sucrose alters the effects of GABAergic, dopaminergic, and opioid receptor ligands on consumption of a fatty food in a rat limited-access binge protocol. This study determined the independent effects of fat and sucrose on the efficacy of these ligands under limited-access conditions. Nonfood-deprived male Sprague-Dawley rats had 1 h access to fat (vegetable shortening) or sucrose (3.2, 10, or 32% w/v). Half had intermittent access (Monday, Wednesday, Friday) and half had daily access. Effects of baclofen (GABAB agonist), SCH 23390 (D1 antagonist), raclopride (D2 antagonist), and naltrexone (opioid antagonist) were assessed. Baclofen and naltrexone reduced fat intake regardless of the access schedule. Baclofen had no effect on sucrose intake; naltrexone reduced sucrose intake at higher doses than were required to reduce fat intake. Raclopride stimulated fat intake in intermittent-access rats and had no effect in daily-access rats; raclopride reduced sucrose intake in all groups. SCH 23390 reduced intake in a nonspecific manner. The results indicate the involvement of GABAB receptors in fat but not sucrose intake, and of D2 receptor dysfunction in rats with a history of bingeing on fat.","Baclofen, raclopride, and naltrexone differentially affect intake of fat and sucrose under limited access conditions.","Behavioural pharmacology","Corwin RL and Wojnicki FH","No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc),No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc)",-1,,-1,2021-03-26 19:18:38,-1,2021-03-29 16:17:27,,,,,,,,
28467257,10472517,10472517,"Adult,Buprenorphine/therapeutic use,Female,Heroin/pharmacology,Humans,Male,Motivation,Narcotic Antagonists/therapeutic use,Narcotics/pharmacology,Opioid-Related Disorders/*psychology/therapy,*Reward,Time Factors","Recent theories of substance abuse have used value discounting of delayed rewards to partly explain the decision to take drugs. Normative-economic theory holds that an exponential function describes the effects of delay on discounting, whereas the matching law posits a hyperbolic discounting function. The ability of these functions to describe 18 human heroin-dependent individuals' monetary- and heroin-reward delay-discounting functions was assessed. In the 1st condition, participants chose between immediate and delayed hypothetical monetary rewards. Delayed rewards were $1,000, and the immediate reward amount was adjusted until choices reflected indifference. In the 2nd condition, participants chose between immediate and delayed heroin (the delayed amount was that which each participant reported he or she could purchase with $1,000). The hyperbolic function produced significantly higher R2 values and significantly lower sums of squared error values. Consistent with previous findings, delayed heroin rewards were discounted at a significantly higher rate than were delayed monetary rewards.","Discounting of delayed rewards in opioid-dependent outpatients: exponential or hyperbolic discounting functions?","Experimental and clinical psychopharmacology","Madden GJ and Bickel WK and Jacobs EA","study with other mammals other than rat mice",-1,,-1,2021-04-02 13:24:17,-1,2021-04-09 15:51:15,,,,,,,,
28467258,16251987,16251987,"Animals,Comorbidity,Genetic Variation,Humans,Impulsive Behavior/*genetics,Models, Biological,Personality/genetics,*Risk-Taking,Stress, Physiological/*genetics,Substance-Related Disorders/epidemiology/*genetics/physiopathology","Genetic variation may partially underlie complex personality and physiological traits--such as impulsivity, risk taking and stress responsivity--as well as a substantial proportion of vulnerability to addictive diseases. Furthermore, personality and physiological traits themselves may differentially affect the various stages of addiction, defined chronologically as initiation of drug use, regular drug use, addiction/dependence and potentially relapse. Here we focus on recent approaches to the study of genetic variation in these personality and physiological traits, and their influence on and interaction with addictive diseases.","Genetic influences on impulsivity, risk taking, stress responsivity and vulnerability to drug abuse and addiction.","Nature neuroscience","Kreek MJ and Nielsen DA and Butelman ER and LaForge KS","non-experimental study",-1,,-1,2021-04-02 13:20:56,-1,2021-04-09 15:48:43,,,,,,,,
28467259,15564352,15564352,"Adult,Body Mass Index,Bulimia/*blood/diagnosis/psychology,Cold Temperature,Depressive Disorder/diagnosis/psychology,Dexamethasone/pharmacology,Eating/physiology/psychology,Female,Humans,Hunger/*physiology,Hydrocortisone/*blood/physiology,Insulin/blood,Obesity/blood/physiopathology/psychology,Pain Measurement/methods,Stress, Psychological/diagnosis/psychology","OBJECTIVE: Increased basal cortisol levels have been found in bulimia nervosa. After stress, increased cortisol levels have been associated with increased food intake in healthy women. Therefore, we assessed cortisol, hunger, and desire to binge eat after a cold pressor test (CPT) among women with binge eating disorder (BED). METHODS: Twenty-two obese (body mass index [BMI] = 36.7 +/- 6.5 SD) females (11 non-BED, 11 BED) completed the Zung depression scale and underwent the CPT, hand submerged in ice water for 2 minutes. Over 60 minutes, periodic ratings of hunger and desire to binge eat were obtained, just before blood draws for cortisol, as well as insulin. On a separate day, participants had a 1-mg oral dexamethasone suppression test (DST). RESULTS: The BED group had higher depression scores than the non-BED (p = .04), but depression was not a significant covariate for the cortisol response or to DST. After controlling for contraceptive use (n = 3), the BED group had higher basal cortisol than the non-BED group (p = .03), but cortisol did not differ after DST (p = .40). The BED group had nearly significant greater cortisol AUC after the CPT (p = .057) after controlling for insulin AUC and contraceptive use (p = .057). The BED group also had greater AUC for hunger (p = .03) and desire to binge eat (p = .02) after the CPT. CONCLUSION: These findings support our hypothesis of a hyperactive HPA-axis in BED, which may contribute to greater hunger and binge eating.","Cortisol, hunger, and desire to binge eat following a cold stress test in obese women with binge eating disorder.","Psychosomatic medicine","Gluck ME and Geliebter A and Hung J and Yahav E","study with other mammals other than rat mice",-1,,-1,2021-03-29 02:18:06,-1,2021-04-06 19:21:47,,,,,,,,
28467260,17194762,17194762,"Animals,Cell Line,Corpus Striatum/drug effects/*metabolism,Dopamine Agonists/pharmacology,Dopamine Antagonists/pharmacology,GTP-Binding Protein alpha Subunits, Gq-G11/*metabolism,Humans,Male,Mice,Mice, Knockout,Protein Structure, Quaternary,Rats,Rats, Sprague-Dawley,Receptors, Dopamine D1/*chemistry/deficiency/genetics/*metabolism,Receptors, Dopamine D2/*chemistry/deficiency/genetics/*metabolism,Signal Transduction","We demonstrate a heteromeric D1-D2 dopamine receptor signaling complex in brain that is coupled to Gq/11 and requires agonist binding to both receptors for G protein activation and intracellular calcium release. The D1 agonist SKF83959 was identified as a specific agonist for the heteromer that activated Gq/11 by functioning as a full agonist for the D1 receptor and a high-affinity partial agonist for a pertussis toxin-resistant D2 receptor within the complex. We provide evidence that the D1-D2 signaling complex can be more readily detected in mice that are 8 months in age compared with animals that are 3 months old, suggesting that calcium signaling through the D1-D2 dopamine receptor complex is relevant for function in the postadolescent brain. Activation of Gq/11 through the heteromer increases levels of calcium/calmodulin-dependent protein kinase IIalpha in the nucleus accumbens, unlike activation of Gs/olf-coupled D1 receptors, indicating a mechanism by which D1-D2 dopamine receptor complexes may contribute to synaptic plasticity.","D1-D2 dopamine receptor heterooligomers with unique pharmacology are coupled to rapid activation of Gq/11 in the striatum.","Proceedings of the National Academy of Sciences of the United States of America","Rashid AJ and So CH and Kong MM and Furtak T and El-Ghundi M and Cheng R and O'Dowd BF and George SR","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-04-02 13:19:37,-1,2021-04-09 15:46:32,,,,,,,,
28467261,12755458,12755458,"Adolescent,Adult,Area Under Curve,Female,Humans,Male,*Reinforcement Schedule,*Reward,Statistics, Nonparametric,Time Factors","The degree to which real and hypothetical rewards were discounted across delays ranging from 6 hr to 1 year was explored in a within-subjects design. An adjusting-amounts procedure was used to estimate the subjective value of real and hypothetical rewards at each delay. A hyperbolic discounting function provided a significantly better fit to individual participants' preferences than did an exponential function. No significant effect of reward type on degree of hyperbolic discounting or area under the discounting curves was detected. These findings offer some support for the validity of using hypothetical rewards to estimate discounting rates in substance-abusing and other populations, but caution is suggested because this support is gleaned from a failure to detect an effect of reward type.","Delay discounting of real and hypothetical rewards.","Experimental and clinical psychopharmacology","Madden GJ and Begotka AM and Raiff BR and Kastern LL","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-04-02 13:10:20,-1,2021-04-07 19:27:21,,,,,,,,
